Time,Count,Reading,Average,Ac Average,Time,Time Diff,
10/03/2020 12:09:42,1,0.0,2.5,0.0,03_10__12_09_36,0.0,
10/03/2020 12:09:42,1,2.478,2.4989,0.001044999999999985,03_10__12_09_36,0.01336,
10/03/2020 12:09:42,1,2.478,2.497855,0.0019854999999999725,03_10__12_09_36,0.004571,
10/03/2020 12:09:42,1,2.478,2.49686225,0.002829337499999961,03_10__12_09_36,0.004518,
10/03/2020 12:09:42,1,2.478,2.4959191375,0.0035838274999999554,03_10__12_09_36,0.004502,
10/03/2020 12:09:42,1,2.478,2.495023180625,0.00425579515624995,03_10__12_09_36,0.00455,
10/03/2020 12:09:42,1,2.478,2.49417202159375,0.004851606478124952,03_10__12_09_36,0.004583,
10/03/2020 12:09:42,1,2.478,2.4933634205140627,0.005377197179921828,03_10__12_09_36,0.004559,
10/03/2020 12:09:42,1,2.478,2.4925952494883594,0.005838099795343697,03_10__12_09_36,0.004501,
10/03/2020 12:09:42,1,2.478,2.4918654870139414,0.006239469156273572,03_10__12_09_36,0.004532,
10/03/2020 12:09:42,1,2.478,2.4911722126632445,0.0065861063316221095,03_10__12_09_36,0.004523,
10/03/2020 12:09:42,1,2.478,2.490513602030082,0.0068824811165451045,03_10__12_09_36,0.004577,
10/03/2020 12:09:42,1,2.478,2.4898879219285783,0.007132753157146756,03_10__12_09_36,0.004609,
10/03/2020 12:09:42,1,2.478,2.4892935258321494,0.007340791790896876,03_10__12_09_36,0.004526,
10/03/2020 12:09:42,1,2.478,2.488728849540542,0.007510194678379121,03_10__12_09_36,0.004535,
10/03/2020 12:09:42,1,2.478,2.488192407063515,0.007644305297635909,03_10__12_09_36,0.004566,
10/03/2020 12:09:42,1,2.478,2.4876827867103395,0.007746229368271077,03_10__12_09_36,0.004459,
10/03/2020 12:09:42,1,2.478,2.4871986473748224,0.007818850268598635,03_10__12_09_36,0.004429,
10/03/2020 12:09:42,1,2.478,2.4867387150060813,0.00786484350547276,03_10__12_09_36,0.00443,
10/03/2020 12:09:42,1,2.478,2.4863017792557773,0.00788669029298798,03_10__12_09_36,0.004428,
10/03/2020 12:09:42,1,2.478,2.4858866902929884,0.007886690292987988,03_10__12_09_36,0.004485,
10/03/2020 12:09:42,1,2.478,2.485492355778339,0.00786697356725553,03_10__12_09_36,0.004529,
10/03/2020 12:09:42,1,2.478,2.4851177379894223,0.007829511788363856,03_10__12_09_36,0.004478,
10/03/2020 12:09:42,1,2.478,2.484761851089951,0.007776128753443212,03_10__12_09_36,0.00444,
10/03/2020 12:09:42,1,2.478,2.4844237585354536,0.007708510242543721,03_10__12_09_36,0.004437,
10/03/2020 12:09:42,1,2.478,2.484102570608681,0.007628213260850564,03_10__12_09_36,0.004431,
10/03/2020 12:09:42,1,2.478,2.483797442078247,0.007536674701720372,03_10__12_09_37,0.004429,
10/03/2020 12:09:42,1,2.478,2.4835075699743347,0.0074352194653510804,03_10__12_09_37,0.004476,
10/03/2020 12:09:42,1,2.478,2.483232191475618,0.007325068065864423,03_10__12_09_37,0.004435,
10/03/2020 12:09:42,1,2.478,2.4829705819018373,0.007207343757663056,03_10__12_09_37,0.004435,
10/03/2020 12:09:42,1,2.478,2.4827220528067455,0.007083079210117169,03_10__12_09_37,0.004427,
10/03/2020 12:09:42,1,2.478,2.4824859501664083,0.006953222757931714,03_10__12_09_37,0.004429,
10/03/2020 12:09:42,1,2.478,2.482261652658088,0.006818644252939511,03_10__12_09_37,0.004433,
10/03/2020 12:09:42,1,2.478,2.4820485700251833,0.006680140541551691,03_10__12_09_37,0.004432,
10/03/2020 12:09:42,1,2.478,2.481846141523924,0.006538440590670303,03_10__12_09_37,0.004431,
10/03/2020 12:09:42,1,2.478,2.481653834447728,0.006394210283523174,03_10__12_09_37,0.004433,
10/03/2020 12:09:42,1,2.478,2.4814711427253417,0.0062480569056140925,03_10__12_09_37,0.004436,
10/03/2020 12:09:42,1,2.478,2.4812975855890747,0.00610053333978711,03_10__12_09_37,0.004467,
10/03/2020 12:09:42,1,2.478,2.481132706309621,0.005952141988278801,03_10__12_09_37,0.004479,
10/03/2020 12:09:42,1,2.478,2.48097607099414,0.00580333843857185,03_10__12_09_37,0.004437,
10/03/2020 12:09:42,1,2.478,2.480827267444433,0.005654534888864894,03_10__12_09_37,0.004434,
10/03/2020 12:09:42,1,2.478,2.480685904072211,0.005506103348032195,03_10__12_09_37,0.004465,
10/03/2020 12:09:42,1,2.478,2.4805516088686006,0.005358378624060605,03_10__12_09_37,0.004476,
10/03/2020 12:09:42,1,2.478,2.4804240284251704,0.005211661114116085,03_10__12_09_37,0.004434,
10/03/2020 12:09:42,1,2.478,2.480302827003912,0.005066219408605872,03_10__12_09_37,0.004434,
10/03/2020 12:09:42,1,2.478,2.4801876856537164,0.004922292720861387,03_10__12_09_37,0.004464,
10/03/2020 12:09:42,1,2.478,2.4800783013710306,0.004780093153369837,03_10__12_09_37,0.004435,
10/03/2020 12:09:42,1,2.478,2.4799743863024792,0.004639807810825297,03_10__12_09_37,0.004437,
10/03/2020 12:09:42,1,2.478,2.4798756669873554,0.004501600769651792,03_10__12_09_37,0.004433,
10/03/2020 12:09:42,1,2.478,2.4797818836379877,0.004365614913068576,03_10__12_09_37,0.004432,
10/03/2020 12:09:42,1,2.478,2.4796927894560885,0.004231973640219562,03_10__12_09_37,0.004435,
10/03/2020 12:09:42,1,2.478,2.4796081499832843,0.004100782457372788,03_10__12_09_37,0.004433,
10/03/2020 12:09:42,1,2.478,2.47952774248412,0.003972130458710138,03_10__12_09_37,0.004432,
10/03/2020 12:09:42,1,2.478,2.479451355359914,0.003846091703770322,03_10__12_09_37,0.004433,
