Time,Count,Reading,Average,ac,Ac Average,AC_Max,Time,Time Diff,
10/03/2020 15:23:34,1,0.0,2.5,0.0,0.0,0.0,03_10__15_23_25,0.0,
10/03/2020 15:23:34,1,2.478,2.4989,0.020899999999999697,0.001044999999999985,0.020899999999999697,03_10__15_23_25,0.011999,
10/03/2020 15:23:34,1,2.478,2.497855,0.019854999999999734,0.0019854999999999725,0.018899999999999695,03_10__15_23_25,0.004532,
10/03/2020 15:23:34,1,2.478,2.49686225,0.018862249999999747,0.002829337499999961,0.016899999999999693,03_10__15_23_25,0.004476,
10/03/2020 15:23:34,1,2.478,2.4959191375,0.01791913749999985,0.0035838274999999554,0.01791913749999985,03_10__15_23_25,0.004446,
10/03/2020 15:23:34,1,2.478,2.495023180625,0.017023180624999856,0.00425579515624995,0.015919137499999847,03_10__15_23_25,0.004453,
10/03/2020 15:23:34,1,2.478,2.49417202159375,0.016172021593749974,0.004851606478124952,0.016172021593749974,03_10__15_23_25,0.004432,
10/03/2020 15:23:34,1,2.478,2.4933634205140627,0.015363420514062476,0.005377197179921828,0.014172021593749974,03_10__15_23_25,0.004433,
10/03/2020 15:23:34,1,2.478,2.4925952494883594,0.014595249488359219,0.005838099795343697,0.014595249488359219,03_10__15_23_25,0.00445,
10/03/2020 15:23:34,1,2.478,2.4918654870139414,0.013865487013941191,0.006239469156273572,0.012595249488359219,03_10__15_23_25,0.004495,
10/03/2020 15:23:34,1,2.478,2.4911722126632445,0.01317221266324431,0.0065861063316221095,0.01317221266324431,03_10__15_23_25,0.004508,
10/03/2020 15:23:34,1,2.478,2.490513602030082,0.012513602030082005,0.0068824811165451045,0.01117221266324431,03_10__15_23_25,0.004537,
10/03/2020 15:23:34,1,2.478,2.4898879219285783,0.011887921928578127,0.007132753157146756,0.011887921928578127,03_10__15_23_25,0.004499,
10/03/2020 15:23:34,1,2.478,2.4892935258321494,0.011293525832149154,0.007340791790896876,0.009887921928578127,03_10__15_23_25,0.004483,
