Date_time,Time Diff,Reading,Average,ac,AC_Max,Current,
03_10__17_36_03,0.0,0.0,2.475,0.0,0.0,0.0,
03_10__17_36_03,0.012081,2.934,2.49795,0.43605000000000027,0.43605000000000027,6.839880300000004,
03_10__17_36_03,0.004526,3.255,2.5358025,0.7191974999999999,0.7191974999999999,11.281331985,
03_10__17_36_03,0.004469,2.25,2.521512375,0.2715123749999999,0.7181974999999999,11.265645984999999,
03_10__17_36_03,0.00443,1.656,2.47823675625,0.8222367562499999,0.8222367562499999,12.897605758537498,
03_10__17_36_03,0.004434,2.409,2.4747749184375,0.06577491843750005,0.8212367562499999,12.8819197585375,
03_10__17_36_03,0.00443,3.276,2.5148361725156247,0.761163827484375,0.8202367562499999,12.866233758537499,
03_10__17_36_03,0.004427,2.826,2.5303943638898434,0.29560563611015667,0.8192367562499999,12.850547758537498,
03_10__17_36_03,0.004435,1.785,2.4931246456953513,0.7081246456953514,0.8182367562499999,12.8348617585375,
03_10__17_36_03,0.004508,1.884,2.462668413410584,0.578668413410584,0.8172367562499999,12.819175758537499,
03_10__17_36_03,0.004523,2.985,2.4887849927400545,0.4962150072599454,0.8162367562499999,12.803489758537498,
03_10__17_36_03,0.004444,3.231,2.5258957431030518,0.7051042568969481,0.8152367562499999,12.787803758537498,
03_10__17_36_03,0.004435,2.214,2.510300955947899,0.29630095594789907,0.8142367562499999,12.7721177585375,
03_10__17_36_03,0.004436,1.656,2.4675859081505043,0.8115859081505044,0.8132367562499999,12.756431758537499,
03_10__17_36_03,0.004436,2.442,2.466306612742979,0.02430661274297874,0.8122367562499999,12.740745758537498,
03_10__17_36_03,0.004432,3.282,2.5070912821058298,0.7749087178941703,0.8112367562499999,12.7250597585375,
03_10__17_36_03,0.00443,2.796,2.5215367180005384,0.27446328199946146,0.8102367562499999,12.709373758537499,
03_10__17_36_03,0.004431,1.767,2.4838098821005112,0.7168098821005113,0.8092367562499999,12.693687758537498,
03_10__17_36_03,0.00443,1.905,2.4548693879954855,0.5498693879954855,0.8082367562499999,12.678001758537498,
03_10__17_36_03,0.00443,2.979,2.481075918595711,0.4979240814042889,0.8072367562499999,12.662315758537499,
03_10__17_36_03,0.004432,3.237,2.5188721226659254,0.7181278773340747,0.8062367562499999,12.646629758537498,
03_10__17_36_03,0.004429,2.232,2.504528516532629,0.272528516532629,0.8052367562499999,12.630943758537498,
03_10__17_36_03,0.004431,1.656,2.4621020907059976,0.8061020907059977,0.8061020907059977,12.64451739481428,
03_10__17_36_03,0.00443,2.424,2.460196986170698,0.03619698617069789,0.8051020907059977,12.628831394814279,
03_10__17_36_03,0.004431,3.279,2.501137136862163,0.777862863137837,0.8041020907059977,12.61314539481428,
03_10__17_36_03,0.00443,2.814,2.516780280019055,0.2972197199809452,0.8031020907059977,12.59745939481428,
03_10__17_36_03,0.00443,1.779,2.479891266018102,0.7008912660181021,0.8021020907059977,12.58177339481428,
03_10__17_36_03,0.004428,1.89,2.450396702717197,0.560396702717197,0.8011020907059977,12.56608739481428,
03_10__17_36_03,0.00443,2.964,2.476076867581337,0.48792313241866303,0.8001020907059977,12.55040139481428,
03_10__17_36_03,0.00443,3.246,2.51457302420227,0.7314269757977301,0.7991020907059977,12.53471539481428,
