Time,Count,Reading,Average,ac,Ac Average,AC_Max,Time,Time Diff,
10/03/2020 15:40:45,1,0.0,2.5,0.0,0.0,0.0,03_10__15_40_45,0.0,
10/03/2020 15:40:45,1,3.24,2.537,0.7030000000000003,0.035150000000000015,0.7030000000000003,03_10__15_40_45,0.012079,
10/03/2020 15:40:45,1,2.907,2.5555,0.35150000000000015,0.05096750000000003,0.7010000000000003,03_10__15_40_45,0.004554,
10/03/2020 15:40:45,1,1.833,2.5193749999999997,0.6863749999999997,0.08273787500000002,0.6990000000000003,03_10__15_40_45,0.004485,
10/03/2020 15:40:45,1,1.848,2.4858062499999996,0.6378062499999995,0.11049129374999998,0.6970000000000003,03_10__15_40_45,0.004448,
10/03/2020 15:40:45,1,2.913,2.5071659374999995,0.4058340625000003,0.1252584321875,0.6950000000000003,03_10__15_40_45,0.00445,
10/03/2020 15:40:45,1,3.276,2.5456076406249997,0.7303923593750001,0.155515128546875,0.7303923593750001,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,2.325,2.5345772585937496,0.20957725859374943,0.15821823504921873,0.7283923593750001,03_10__15_40_45,0.004432,
10/03/2020 15:40:45,1,1.656,2.490648395664062,0.8346483956640622,0.1920397430799609,0.8346483956640622,03_10__15_40_45,0.004452,
10/03/2020 15:40:45,1,2.34,2.483115975880859,0.14311597588085911,0.18959355472000583,0.8326483956640622,03_10__15_40_45,0.007388,
10/03/2020 15:40:45,1,3.159,2.516910177086816,0.6420898229131837,0.21221836812966471,0.8306483956640622,03_10__15_40_45,0.004599,
10/03/2020 15:40:45,1,2.091,2.4956146682324754,0.40461466823247516,0.22183818313480524,0.8286483956640622,03_10__15_40_45,0.00452,
10/03/2020 15:40:45,1,1.671,2.4543839348208514,0.7833839348208513,0.24991547071910755,0.8266483956640622,03_10__15_40_45,0.004496,
10/03/2020 15:40:45,1,2.604,2.4618647380798087,0.14213526192019144,0.24452646027916175,0.8246483956640622,03_10__15_40_45,0.004494,
10/03/2020 15:40:45,1,3.3,2.503771501175818,0.7962284988241817,0.27211156220641275,0.8226483956640622,03_10__15_40_45,0.004464,
10/03/2020 15:40:45,1,2.634,2.510282926117027,0.1237170738829727,0.26469183779024075,0.8206483956640622,03_10__15_40_45,0.004461,
10/03/2020 15:40:45,1,1.704,2.469968779811176,0.7659687798111758,0.2897556848912875,0.8186483956640622,03_10__15_40_45,0.004433,
10/03/2020 15:40:45,1,2.064,2.449670340820617,0.3856703408206168,0.29455141768775395,0.8166483956640622,03_10__15_40_45,0.004434,
10/03/2020 15:40:45,1,3.114,2.482886823779586,0.6311131762204139,0.31137950561438693,0.8146483956640622,03_10__15_40_45,0.004431,
10/03/2020 15:40:45,1,3.12,2.5147424825906066,0.6052575174093935,0.3260734062041373,0.8126483956640622,03_10__15_40_45,0.004436,
10/03/2020 15:40:45,1,2.061,2.4920553584610765,0.43105535846107657,0.33132250381698425,0.8106483956640622,03_10__15_40_45,0.004436,
10/03/2020 15:40:45,1,1.674,2.4511525905380225,0.7771525905380225,0.3536140081530362,0.8086483956640622,03_10__15_40_45,0.004436,
10/03/2020 15:40:45,1,2.61,2.4590949610111212,0.15090503898887864,0.3434785596948283,0.8066483956640622,03_10__15_40_45,0.004436,
10/03/2020 15:40:45,1,3.297,2.500990212960565,0.7960097870394351,0.36610512106205867,0.8046483956640622,03_10__15_40_45,0.004434,
10/03/2020 15:40:45,1,2.649,2.508390702312537,0.1406092976874631,0.3548303298933289,0.8026483956640622,03_10__15_40_45,0.004437,
10/03/2020 15:40:45,1,1.71,2.46847116719691,0.7584711671969102,0.375012371758508,0.8006483956640622,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,2.046,2.4473476088370645,0.40134760883706466,0.3763291336124358,0.7986483956640622,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,3.102,2.4800802283952113,0.6219197716047886,0.3886086655120534,0.7966483956640622,03_10__15_40_45,0.004434,
10/03/2020 15:40:45,1,3.132,2.512676216975451,0.6193237830245493,0.4001444213876782,0.7946483956640622,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,2.079,2.4909924061266784,0.4119924061266782,0.4007368206246282,0.7926483956640622,03_10__15_40_45,0.004434,
10/03/2020 15:40:45,1,1.668,2.4498427858203446,0.7818427858203447,0.41979211888441403,0.7906483956640622,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,2.589,2.4568006465293273,0.1321993534706727,0.405412480613727,0.7886483956640622,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,3.297,2.4988106142028608,0.7981893857971394,0.4250513258728976,0.7981893857971394,03_10__15_40_45,0.004434,
10/03/2020 15:40:45,1,2.67,2.5073700834927175,0.16262991650728242,0.41193025540461686,0.7961893857971394,03_10__15_40_45,0.004435,
10/03/2020 15:40:45,1,1.716,2.4678015793180816,0.7518015793180817,0.4289238216002901,0.7941893857971394,03_10__15_40_45,0.004434,
10/03/2020 15:40:45,1,2.025,2.4456615003521778,0.42066150035217786,0.42851070553788445,0.7921893857971394,03_10__15_40_45,0.004439,
10/03/2020 15:40:45,1,3.087,2.477728425334569,0.6092715746654314,0.43754874899426177,0.7901893857971394,03_10__15_40_45,0.004441,
10/03/2020 15:40:45,1,3.144,2.5110420040678405,0.6329579959321596,0.44731921134115665,0.7881893857971394,03_10__15_40_45,0.004436,
10/03/2020 15:40:45,1,2.094,2.4901899038644486,0.39618990386444874,0.44476274596732124,0.7861893857971394,03_10__15_40_45,0.004436,
