Date_time,Time Diff,Reading,Average,ac,AC_Max,Current,
03_10__17_28_40,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.004438,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.00446,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.004471,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_40,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004433,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004434,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004435,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004438,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004523,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004506,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004449,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004433,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004432,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00447,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004583,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004525,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.0045,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004485,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004791,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00449,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004498,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004483,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004473,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004476,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004478,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004485,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004547,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004462,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004424,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.005907,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00448,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004424,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004452,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004788,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004453,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004434,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004422,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004432,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004465,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004477,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004488,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004546,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.006035,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004693,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004472,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004434,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004424,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004433,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004434,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004473,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009119,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009917,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009897,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009901,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009907,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009914,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009899,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009919,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009956,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009975,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009947,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009926,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009908,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009944,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009914,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009912,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009907,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009905,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009906,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.009981,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010067,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010048,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010244,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010366,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010045,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010018,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010011,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.01001,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010008,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010016,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.010014,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.005191,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004535,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004532,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004506,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004495,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004445,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004458,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004424,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004424,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004422,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004422,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004423,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004422,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004425,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004431,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004429,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004436,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004434,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_41,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.00446,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004454,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004432,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.00443,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004426,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004428,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004427,2.475,2.475,0.0,0,0.0,
03_10__17_28_42,0.004429,2.475,2.475,0.0,0,0.0,
